,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
733,397,377100,464,LOT 8 BK 9 SEC 3 GREENBRIER,11761.2,43C035000,R-1,,,,,,
734,400,314100,467,LOT 1 BK 7 SEC 2 GREENBRIER,21562.2,42B107000,R-1,,,,,,
735,409,312100,476,LOT 30 BK 5 SEC 3 GREENBRIER,20255.4,43C030000,R-1,,,,,,
736,410,332200,477,LOT 4 BK 5 SEC 2 GREENBRIER,17511.12,42B100000,R-1,,,,,,
737,413,300500,481,LOT 24 BK 9 SEC 3 GREENBRIER,6751.8,43C048000,R-1,,,,,,
738,415,255900,484,LOT 9 BK 9 SEC 3 GREENBRIER,11456.28,43C034000,R-1,,,,,,
739,416,313500,485,LOT 22 BK 8 SEC 6 GREENBRIER,18077.4,43B101000,R-1,,,,,,
740,421,270100,490,LOT 10 BK 8 SEC 3 GREENBRIER,18948.6,43B089000,R-1,,,,,,
741,422,455800,491,LOT 5 BK 5 SEC 2 GREENBRIER,17511.12,42B101000,R-1,,,,,,
742,423,254300,493,LOT 29 BK 5 SEC 3 GREENBRIER,21518.64,43C031000,R-1,,,,,,
743,431,266600,503,LOT 23 BK 9 SEC 3 GREENBRIER,13852.08,43B087000,R-1,,,,,,
744,434,229900,507,LOT 10 BK 9 SEC 3 GREENBRIER,10280.16,43B074000,R-1,,,,,,
745,436,451200,510,LOT 21 BK 8 SEC 3 GREENBRIER,18730.8,43B100000,R-1,,,,,,
746,437,415000,512,LOT 6 BK 5 SEC 2 GREENBRIER,18861.48,42B102000,R-1,,,,,,
747,441,326800,516,LOT 28 BK 5 SEC 3 GREENBRIER,18687.24,43C032000,R-1,,,,,,
748,443,322600,518,LOT 11 BK 8 SEC 3 GREENBRIER,20168.28,43B090000,R-1,,,,,,
749,450,245400,526,LOT 22 BK 9 SEC 3 GREENBRIER,13852.08,43B086000,R-1,,,,,,
750,454,258300,530,LOT 11 BK 9 SEC 3 GREENBRIER,10890.0,43B075000,R-1,,,,,,
751,456,344100,532,LOT 7 BK 5 SEC 2 GREENBRIER,20037.6,42B103000,R-1,,,,,,
752,460,235100,536,LOT 27 BK 5 SEC 3 GREENBRIER,19079.28,43C033000,R-1,,,,,,
753,462,356400,538,LOT 20 BK 8 SEC 3 GREENBRIER,19471.32,43B099000,R-1,,,,,,
754,466,337300,544,LOT 12 BK 8 SEC 3 GREENBRIER,19906.92,43B091000,R-1,,,,,,
755,471,365200,549,LOT 6 BK 4 SEC 2 GREENBRIER,0.0,42B091000,R-1,,,,,,
756,472,301500,550,LOT 21 BK 9 SEC 3 GREENBRIER,13677.84,43B085000,R-1,,,,,,
757,477,277800,555,LOT 12 BK 9 SEC 3 GREENBRIER,11107.8,43B076000,R-1,,,,,,
758,480,323000,558,LOT 26 BK 5 SEC 3 GREENBRIER,21910.68,43B073000,R-1,,,,,,
759,483,367300,563,LOT 19 BK 8 SEC 3 GREENBRIER,18120.96,43B098000,R-1,,,,,,
760,486,280000,566,LOT 13 BK 8 SEC 3 GREENBRIER,19340.64,43B092000,R-1,,,,,,
761,488,329000,568,LOT 8 BK 5 SEC 3 GREENBRIER,19689.12,42B104000,R-1,,,,,,
762,495,261200,576,LOT 13 BK 9 SEC 3 GREENBRIER,11412.72,43B077000,R-1,,,,,,
763,497,267200,578,LOT 25 BK 5 SEC 3 GREENBRIER,22869.0,43B072000,R-1,,,,,,
764,498,291300,579,LOT 20 BK 9 SEC 3 GREENBRIER,13764.96,43B084000,R-1,,,,,,
765,501,310900,583,LOT 14&PAR X BK 8 GREENBRIER,19471.32,43B093000,R-1,,,,,,
766,503,379500,585,LOT 5 BK 4 SEC 2 GREENBRIER,0.0,42B090000,R-1,,,,,,
767,504,358700,586,LOT 18A BK 8 SEC 3 GREENBRIER,16422.12,43B097000,R-1,,,,,,
768,516,276700,598,LOT 14 BK 9 SEC 3 GREENBRIER,11630.52,43B078000,R-1,,,,,,
769,519,270300,601,LOT 24 BK 5 GREENBRIER,18077.4,43B071000,R-1,,,,,,
770,522,316800,604,LOT 19 BK 9 SEC 3 GREENBRIER,14200.56,43B083000,R-1,,,,,,
771,523,328300,606,LOTS 17&18B BK 8 GREENBRIER,19906.92,43B096000,R-1,,,,,,
772,525,370400,608,LOT 15 BK 8 SEC 3 GREENBRIER,14200.56,43B094000,R-1,,,,,,
773,531,330600,614,LOT 16 BK 8 SEC 3 GREENBRIER,17554.68,43B095000,R-1,,,,,,
774,532,305200,615,LOT 9 BK 5 SEC 3 GREENBRIER,22825.44,42B105000,R-1,,,,,,
775,535,280900,618,LOT 15 BK 9 SEC 3 GREENBRIER,12501.72,43B079000,R-1,,,,,,
776,536,394100,619,LOT 4 BK 4 SEC 2 GREENBRIER,0.0,42B089000,R-1,,,,,,
777,538,262400,621,LOT 23 BK 5 SEC 3 GREENBRIER,17641.8,43B070000,R-1,,,,,,
778,539,5500,622,RESERVED BK L SEC 5 RUTLEDGE,0.0,42B024100,R-1,,,,,,
779,545,296600,633,LOT 18 BK 9 SEC 3 GREENBRIER,14418.36,43B082000,R-1,,,,,,
780,551,291100,640,LOT 10 BK 5 SEC 3 GREENBRIER,16509.24,42B106000,R-1,,,,,,
781,553,243100,642,LOT 16 BK 9 SEC 3 GREENBRIER,11935.44,43B080000,R-1,,,,,,
782,558,263900,648,LOT 22 BK 5 SEC 3 GREENBRIER,19558.44,43B069000,R-1,,,,,,
783,566,421000,656,LOT 3 BK 4 SEC 2 GREENBRIER,0.0,42B088000,R-1,,,,,,
784,569,273300,659,LOT 17 BK 9 SEC 3 GREENBRIER,11979.0,43B081000,R-1,,,,,,
785,572,328700,662,LOT 11 BK 5 SEC 3 GREENBRIER,27791.28,43B058000,R-1,,,,,,
786,574,269200,664,LOT 21 BK 5 SEC 3 GREENBRIER,18600.12,43B068000,R-1,,,,,,
787,580,313800,671,LOT 14 BK 5 SEC 3 GREENBRIER,18295.2,43B061000,R-1,,,,,,
788,586,292300,677,LOT 15 BK 5 SEC 3 GREENBRIER,19602.0,43B062000,R-1,,,,,,
789,592,284700,684,LOT 12 BK 5 SEC 3 GREENBRIER,25308.36,43B059000,R-1,,,,,,
790,596,344700,688,LOT 2 BK 4 SEC 2 GREENBRIER,0.0,42B087000,R-1,,,,,,
791,597,299000,689,LOT 16 BK 5 SEC 3 GREENBRIER,15768.72,43B063000,R-1,,,,,,
792,599,282200,691,LOT 20 BK 5 SEC 3 GREENBRIER,25831.08,43B067000,R-1,,,,,,
793,601,367800,693,LOT 13 BK 5 SEC 3 GREENBRIER,14984.64,43B060000,R-1,,,,,,
794,603,263900,695,LOT 17 BK 5 SEC 3 GREENBRIER,13111.56,43B064000,R-1,,,,,,
795,606,281000,698,LOT 19 BK 5 SEC 3 GREENBRIER,18164.52,43B066000,R-1,,,,,,
796,614,276900,706,LOT 18 BK 5 SEC 3 GREENBRIER,12545.28,43B065000,R-1,,,,,,
797,622,359500,715,LOT 1 BK 4 SEC 2 GREENBRIER,0.0,42B086000,R-1,,,,,,
798,649,378000,740,LOT 3A BK C S 3 SYLVANIA HILLS,0.0,42B081000,R-1,,,,,,
799,672,381800,766,LOT 3 BK C SE 1 SYLVANIA HILLS,0.0,42B082000,R-1,,,,,,
800,682,350300,777,LOT 2 BK C SE 1 SYLVANIA HILLS,0.0,42B083000,R-1,,,,,,
801,698,341400,794,LOT 1 BK C SE 1 SYLVANIA HILLS,0.0,42B084000,R-1,,,,,,
802,712,390200,810,LOT 4 & PARCEL Z BK C SEC 1,0.0,42B080000,R-1,,,,,,
803,716,288900,814,LOT 13 BK A SEC 1 ARLINGTON HG,0.0,43B033000,R-1,,,,,,
804,717,344100,815,LOT 27 BK A SEC 3 ARLINGTON HG,0.0,43B047000,R-1,,,,,,
805,726,327100,827,LOT 5 BK C SE 1 SYLVANIA HILLS,0.0,42B079000,R-1,,,,,,
806,728,359700,830,LOT 26 BK A SEC 3 ARLINGTON HG,0.0,43B046000,R-1,,,,,,
807,734,297000,836,LOT 11 BK A SEC 1 ARLINGTON HG,0.0,43B031000,R-1,,,,,,
808,743,371600,845,LOT 25 & AREA A BK A ARLINGTON,0.0,43B045000,R-1,,,,,,
809,746,344500,850,LOT 6 BK C SE 1 SYLVANIA HILLS,0.0,42B078000,R-1,,,,,,
810,750,390600,855,LOT 24 BK A SEC 2 ARLINGTON HG,0.0,43B044000,R-1,,,,,,
811,758,312600,864,LOT 7 BK C SE 1 SYLVANIA HILLS,0.0,42B077000,R-1,,,,,,
812,763,392200,869,LOT 23 BK A SEC 2 ARLINGTON HG,0.0,43B043000,R-1,,,,,,
813,769,344000,875,LOT 4A BK C SEC 3 ARLINGTON HG,0.0,43B057000,R-1,,,,,,
814,770,345600,876,LOT 14 BK A SEC 1 ARLINGTON HG,0.0,43B034000,R-1,,,,,,
815,785,304300,893,LOT 22 BK A SEC 2 ARLINGTON HG,0.0,43B042000,R-1,,,,,,
816,789,320500,898,LOT 3A-1 BK C SEC 3 ARLINGTON,0.0,43B056000,R-1,,,,,,
817,792,318500,900,LOT 15 BK A SEC 1 ARLINGTON HG,0.0,43B035000,R-1,,,,,,
818,800,311100,911,LOT 10 BK A SEC 1 ARLINGTON HG,0.0,43B030000,R-1,,,,,,
819,803,294200,915,LOT D LEHIGH,0.0,43B007000,R-1,,,,,,
820,807,230600,921,LOT 2A BK C SEC 3 ARLINGTON HG,0.0,43B055000,R-1,,,,,,
821,808,424700,922,LOT 16 BK A SEC 1 ARLINGTON HG,0.0,43B036000,R-1,,,,,,
822,811,302600,925,LOT 9 BK A SEC 1 ARLINGTON HGT,0.0,43B029000,R-1,,,,,,
823,816,278700,930,LOT E LEHIGH,0.0,43B006000,R-1,,,,,,
824,833,382500,949,LOT C LEHIGH,0.0,43B008000,R-1,,,,,,
825,834,296300,950,LOT 21 BK A SEC 2 ARLINGTON HG,0.0,43B041000,R-1,,,,,,
826,838,316100,954,LOT 8 BK A SEC 1 ARLINGTON HGT,0.0,43B028000,R-1,,,,,,
827,840,270600,956,LOT 1 BK C SEC 2 ARLINGTON HGT,0.0,43B054000,R-1,,,,,,
828,842,287200,958,LOT 17 BK A SEC 1 ARLINGTON HG,0.0,43B037000,R-1,,,,,,
829,844,301400,960,LOT 8 HOLLYFIELD,0.0,43B005000,R-1,,,,,,
830,852,372400,968,LOT B REVISED LE HIGH,0.0,43B009000,R-1,,,,,,
831,853,369800,969,LOT 7 BK A SEC 1 ARLINGTON HGT,0.0,43B027000,R-1,,,,,,
832,858,409400,975,LOT 7 HOLLYFIELD,0.0,43B004000,R-1,,,,,,
833,862,289500,980,LOT A LEHIGH,0.0,43B010000,R-1,,,,,,
834,863,298000,981,LOT 18 BK A SEC 1 ARLINGTON HG,0.0,43B038000,R-1,,,,,,
835,870,331500,988,LOT 6 BK B SEC 2 ARLINGTON HGT,0.0,43B053000,R-1,,,,,,
836,873,299900,991,LOT 6 BK A SEC 1 ARLINGTON HGT,0.0,43B026000,R-1,,,,,,
837,877,412600,995,LOT 6 HOLLYFIELD,0.0,43B003000,R-1,,,,,,
838,888,434800,1007,LOT 5 BK B SEC 2 ARLINGTON HGT,0.0,43B052000,R-1,,,,,,
839,889,322200,1008,LOT 20 BK A SEC 2 ARLINGTON HG,0.0,43B040000,R-1,,,,,,
840,893,377300,1012,LOT 5 HOLLYFIELD,0.0,43B002000,R-1,,,,,,
841,894,366500,1013,LOT 5 BK A SEC 1 ARLINGTON HGT,0.0,43B025000,R-1,,,,,,
842,901,350900,1020,LOT 19 BK A SEC 1 ARLINGTON HG,0.0,43B039000,R-1,,,,,,
843,908,318900,1029,LOT 4 BK B SEC 2 ARLINGTON HGT,0.0,43B051000,R-1,,,,,,
844,909,267000,1030,LOT 4 HOLLYFIELD,0.0,43B001000,R-1,,,,,,
845,910,320100,1031,LOT 7 BK A CARTERTON,0.0,43B011000,R-1,,,,,,
846,921,300100,1042,LOT 4 BK A SEC 1 ARLINGTON HGT,0.0,43B024000,R-1,,,,,,
847,927,322700,1048,LOT 6 BK A CARTERTON,0.0,43B012000,R-1,,,,,,
848,928,327700,1049,LOT 3 BK B SEC 2 ARLINGTON HGT,0.0,43B050000,R-1,,,,,,
849,937,310700,1058,LOT 5 BK A CARTERTON,0.0,43B013000,R-1,,,,,,
850,939,276400,1060,LOT 3 BK A SEC 1 ARLINGTON HGT,0.0,43B023000,R-1,,,,,,
851,943,452200,1064,LOT 2 BK B SEC 2 ARLINGTON HGT,0.0,43B049000,R-1,,,,,,
852,950,348600,1071,LOT 4 BK A CARTERTON,0.0,43B014000,R-1,,,,,,
853,952,339400,1073,LOT 16 BK B CARTERTON,0.0,43A019000,R-1,,,,,,
854,956,314700,1078,LOT 1 BK B SEC 1 ARLINGTON HGT,0.0,43B048000,R-1,,,,,,
855,958,304700,1081,LOT 2 BK A SEC 1 ARLINGTON HGT,0.0,43B022000,R-1,,,,,,
856,959,363200,1082,LOT 3 BK A CARTERTON,0.0,43B015000,R-1,,,,,,
857,13121,365100,1083,LOT 15 BK B CARTERTON,0.0,43A018000,R-1,,,,,,
858,13122,311700,1094,LOT 14 BK B CARTERTON,0.0,43A017000,R-1,,,,,,
859,970,295100,1095,LOT 2 BK A CARTERTON,0.0,43B016000,R-1,,,,,,
860,13125,326800,1098,LOT 17 BK B CARTERTON,0.0,43A020000,R-1,,,,,,
861,981,312100,1107,LOT 1 BK A SEC 1 ARLINGTON HGT,0.0,43B021000,R-1,,,,,,
862,982,440500,1108,LOT 13 BK B CARTERTON,0.0,43A016000,R-1,,,,,,
863,983,316000,1109,LOT 1 BK A CARTERTON,0.0,43B017000,R-1,,,,,,
864,13127,309000,1115,LOT 18 BK B CARTERTON,0.0,43A021000,R-1,,,,,,
865,988,290800,1117,LOT 12 BK B CARTERTON,0.0,43A015000,R-1,,,,,,
866,1002,305800,1132,LOT 11 BK B CARTERTON,0.0,43A014000,R-1,,,,,,
867,13126,634800,1134,LOT 19 BK B CARTERTON,0.0,43A022000,R-1,,,,,,
868,1004,313200,1135,LOT 12 BK C CARTERTON,0.0,43B020000,R-1,,,,,,
869,13123,371100,1137,LOT 4 BK B CARTERTON,0.0,43A007000,R-1,,,,,,
870,13124,338600,1138,LOT 3 BK B CARTERTON,0.0,43A006000,R-1,,,,,,
871,1006,301100,1139,LOT 10 BK B CARTERTON,0.0,43A013000,R-1,,,,,,
872,1010,309900,1145,LOT 5 BK B CARTERTON,0.0,43A008000,R-1,,,,,,
873,13128,317100,1148,LOT 2 BK B CARTERTON,0.0,43A005000,R-1,,,,,,
874,1013,317500,1149,LOT 11 BK C CARTERTON,0.0,43B019000,R-1,,,,,,
875,1016,497300,1152,LOT 9 BK B CARTERTON,0.0,43A012000,R-1,,,,,,
876,1018,291600,1155,LOT 6 BK B CARTERTON,0.0,43A009000,R-1,,,,,,
877,13129,340000,1156,LOT 1 BK B CARTERTON,0.0,43A004000,R-1,,,,,,
878,1026,275600,1165,LOT 10 BK C CARTERTON,0.0,43B018000,R-1,,,,,,
879,1028,313100,1167,LOT 7 BK B CARTERTON,0.0,43A010000,R-1,,,,,,
880,1033,362700,1174,LOT 8 BK B CARTERTON,0.0,43A011000,R-1,,,,,,
881,1041,321000,1183,LOT 9 BK C CARTERTON,0.0,43A031000,R-1,,,,,,
882,1048,506500,1190,LOT 1 PARK MILL,0.0,43A003000,R-1,,,,,,
883,1054,373800,1200,LOT 8 BK C CARTERTON,0.0,43A030000,R-1,,,,,,
884,1058,337200,1204,LOT 1 BK C CARTERTON,0.0,43A023000,R-1,,,,,,
885,1062,569700,1208,LOT 2 BK C CARTERTON,0.0,43A024000,R-1,,,,,,
886,1063,444800,1209,LOT 3 BK C CARTERTON,0.0,43A025000,R-1,,,,,,
887,1064,361400,1210,LOT 4 BK C CARTERTON,0.0,43A026000,R-1,,,,,,
888,1065,430100,1211,LOT 7 BK C CARTERTON,0.0,43A029000,R-1,,,,,,
889,1066,320500,1213,LOT 5 BK C CARTERTON,0.0,43A027000,R-1,,,,,,
890,1069,372200,1216,LOT 6 BK C CARTERTON,0.0,43A028000,R-1,,,,,,
891,1074,357300,1225,LOT B1-A,0.0,43A032100,R-1,,,,,,
892,1089,374000,1245,LOT 1 MELBOURNE PLACE,0.0,43A002000,R-1,,,,,,
893,1090,312800,1246,LOT 2 MELBOURNE PLACE,0.0,43A002100,R-1,,,,,,
894,1092,316300,1248,LOT 3 MELBOURNE PLACE,0.0,43A002200,R-1,,,,,,
895,1094,270300,1250,LOT 4 MELBOURNE PLACE,0.0,43A002300,R-1,,,,,,
896,1097,368400,1253,LOT 5 MELBOURNE PLACE,0.0,43A002400,R-1,,,,,,
897,1101,537000,1257,LOT 4A BK 6 SEC 3 FOXBROOK,0.0,43A033000,R-1,,,,,,
898,1102,530700,1258,LOT 3 BK 6 SEC 3 FOXBROOK,0.0,43A034000,R-1,,,,,,
899,1103,578000,1259,LOT 5A BK 6 SEC 3 FOXBROOK,0.0,43A032000,R-1,,,,,,
900,1104,524100,1261,LOT 2 BK 6 SEC 3 FOXBROOK,0.0,43A035000,R-1,,,,,,
901,1108,352200,1265,LOT 6 MELBOURNE PLACE,0.0,43A002500,R-1,,,,,,
902,1136,386100,1298,LOT 11 MELBOURNE PLACE,0.0,43A002101,R-1,,,,,,
903,1137,321400,1299,LOT 10A MELBOURNE PLACE,0.0,43A002900,R-1,,,,,,
904,1138,282300,1300,LOT 12 MELBOURNE PLACE,0.0,43A002110,R-1,,,,,,
905,1139,325600,1301,LOT 9A MELBOURNE PLACE,0.0,43A002800,R-1,,,,,,
906,1141,487300,1303,LOT 13A BK 5 SEC 3 FOXBROOK,0.0,43A039000,R-1,,,,,,
907,1142,549800,1304,LOT 12A BK 5 SEC 3 FOXBROOK,0.0,43A038000,R-1,,,,,,
908,1143,540200,1305,LOT 14 BK 5 SEC 3 FOXBROOK,0.0,43A040000,R-1,,,,,,
909,1145,413000,1307,LOT 8A MELBOURNE PLACE,0.0,43A002700,R-1,,,,,,
910,1147,343700,1309,LOT 7 MELBOURNE PLACE,0.0,43A002600,R-1,,,,,,
911,1150,434100,1312,LOT 11 BK 5 SEC 3 FOXBROOK,0.0,43A037000,R-1,,,,,,
912,1151,563600,1313,LOT 10 BK 5 SEC 3 FOXBROOK,0.0,43A036000,R-1,,,,,,
913,1173,35767200,1344,PARCELS A & B PARK MILL,1846944.0,43A001000,R-1,1580.0,High School (Entire),1975.0,89678.0,12.0,1.0
914,1174,337200,1345,LOT 14 MELBOURNE PLACE,0.0,43A002130,R-1,,,,,,
915,1175,332700,1346,LOT 15 MELBOURNE PLACE,0.0,43A002140,R-1,,,,,,
916,1177,342600,1348,LOT 13 MELBOURNE PLACE,0.0,43A002120,R-1,,,,,,
917,1183,366900,1358,LOT 16 MELBOURNE PLACE,0.0,43A002150,R-1,,,,,,
918,1196,332200,1376,LOT 17 MELBOURNE PLACE,0.0,43A002160,R-1,,,,,,
919,1198,337700,1378,LOT 18 MELBOURNE PLACE,0.0,43A002170,R-1,,,,,,
920,1209,361000,1391,LOT 19 MELBOURNE PLACE,0.0,43A002180,R-1,,,,,,
921,1219,312200,1401,LOT 20 MELBOURNE PLACE,0.0,43A002190,R-1,,,,,,
922,1272,133600,1464,AREA 2 & VACANTED ST,74966.76,460003000,R-1,,,,,,
923,1294,166600,1490,6.731 AC AREA 1 PARK MILL,293202.36,460002000,R-1,,,,,,
924,1465,271700,1685,LOT 27 BK A SEC 3 WOODHAYVEN,0.0,47A124000,R-1S,,,,,,
925,1464,271200,1686,LOT 26 BK A SEC 3 WOODHAYVEN,0.0,47A125000,R-1S,,,,,,
926,1466,233900,1687,LOT 28 BK A SEC 3 WOODHAYVEN,0.0,47A123000,R-1S,,,,,,
927,1467,232600,1688,LOT 29 BK A SEC 3 WOODHAYVEN,0.0,47A122000,R-1S,,,,,,
928,1470,245800,1693,LOT 30 BK A SEC 3 WOODHAYVEN,0.0,47A121000,R-1S,,,,,,
929,1471,234500,1694,LOT 5 BK E SEC 3 WOODHAYVEN,0.0,47A092000,R-1S,,,,,,
930,1489,242600,1714,LOT 4 BK E SEC 3 WOODHAYVEN,0.0,47A091000,R-1S,,,,,,
931,12212,76200,1715,3.932 ACRES PARK MILL,171277.92,460001200,R-1,,,,,,
932,703,625900,804,LOT A1 BK B MEADOWBROOK HGTS,0.0,41A057000,R-1,,,,,,
933,1490,240700,1716,LOT 25 BK A SEC 3 WOODHAYVEN,0.0,47A126000,R-1S,,,,,,
934,1503,273600,1732,LOT 3 BK E SEC 3 WOODHAYVEN,0.0,47A090000,R-1S,,,,,,
935,1517,240200,1748,LOT 20 BK B SEC 3 WOODHAYVEN,0.0,47A118000,R-1S,,,,,,
936,1518,229500,1749,LOT 21 BK B SEC 3 WOODHAYVEN,0.0,47A117000,R-1S,,,,,,
937,1519,265100,1750,LOT 19 BK B SEC 3 WOODHAYVEN,0.0,47A119000,R-1S,,,,,,
938,1520,239900,1752,LOT 18 BK B SEC 3 WOODHAYVEN,0.0,47A120000,R-1S,,,,,,
939,1524,241400,1755,LOT 2 BK E SEC 3 WOODHAYVEN,0.0,47A089000,R-1S,,,,,,
940,1541,234400,1774,LOT 22 BK B SEC 3 WOODHAYVEN,0.0,47A116000,R-1S,,,,,,
941,1551,240300,1785,LOT 17 BK B SEC 1 WOODHAYVEN,0.0,47A093000,R-1S,,,,,,
942,1558,241700,1794,LOT 16 BK B SEC 1 WOODHAYVEN,0.0,47A094000,R-1S,,,,,,
943,1568,217800,1804,LOT 15 BK B SEC 1 WOODHAYVEN,0.0,47A095000,R-1S,,,,,,
944,1575,381900,1812,LOT 14 BK D SEC 1 WOODHAYVEN,0.0,47A087000,R-1S,,,,,,
945,1577,212900,1815,LOT 13 BK D SEC 1 WOODHAYVEN,0.0,47A086000,R-1S,,,,,,
946,1581,244200,1821,LOT 12 BK D SEC 1 WOODHAYVEN,0.0,47A085000,R-1S,,,,,,
947,1585,224100,1826,LOT 11 BK D SEC 1 WOODHAYVEN,0.0,47A084000,R-1S,,,,,,
948,1590,248900,1831,LOT 25 BK B SEC 3 WOODHAYVEN,0.0,47A113000,R-1S,,,,,,
949,1591,237900,1832,LOT 14 BK B SEC 1 WOODHAYVEN,0.0,47A096000,R-1S,,,,,,
950,1593,285600,1834,LOT 10 BK D SEC 1 WOODHAYVEN,0.0,47A083000,R-1S,,,,,,
951,1602,167300,1843,LOT 19B BK A SEC 3 WOODHAYVEN,0.0,47A132000,R-1S,,,,,,
952,13535,137700,542,"PT LOTS I,C & F & PAR Y",993385.8,41B006000,R-3,,,,,,
953,13536,58800,178,RESIDUE 12.544 ACRES RUTLEDGE,546416.64,41A004000,R-1,,,,,,
954,12213,0,1789,MELBOURNE PARK COMMON AREA,245373.48,460001000,R-3,,,,,,
955,12213,282500,1789,UNIT 28 MELBOURNE PARK,0.0,460001280,R-3,,,,,,
956,12213,283400,1789,UNIT 35 MELBOURNE PARK,0.0,460001350,R-3,,,,,,
957,12213,274600,1789,UNIT 36 MELBOURNE PARK,0.0,460001360,R-3,,,,,,
958,12213,273300,1789,UNIT 37 MELBOURNE PARK,0.0,460001370,R-3,,,,,,
959,12213,276400,1789,UNIT 39 MELBOURNE PARK,0.0,460001390,R-3,,,,,,
960,12213,282100,1789,UNIT 1 BLDG 1  MELBOURNE PARK,0.0,4600011A0,R-3,,,,,,
961,12213,261900,1789,UNIT 2 BLDG 1 MELBOURNE PARK,0.0,4600012A0,R-3,,,,,,
962,12213,261800,1789,UNIT 4 BLDG 1 MELBOURNE PARK,0.0,460001400,R-3,,,,,,
963,12213,278700,1789,UNIT 48 BLDG 9 MELBOURNE PARK,0.0,460001480,R-3,,,,,,
964,12213,259300,1789,UNIT 49 BLDG 9 MELBOURNE PARK,0.0,460001490,R-3,,,,,,
965,12213,272300,1789,UNIT 50 BLDG 9 MELBOURNE PARK,0.0,460001501,R-3,,,,,,
966,12213,259300,1789,UNIT 51 BLDG 9 MELBOURNE PARK,0.0,460001510,R-3,,,,,,
967,12213,277500,1789,UNIT 52 BLDG 9 MELBOURNE PARK,0.0,460001520,R-3,,,,,,
968,12213,280000,1789,UNIT 42 MELBOURNE PARK,0.0,460001420,R-3,,,,,,
969,12213,288500,1789,UNIT 43 MELBOURNE PARK,0.0,460001430,R-3,,,,,,
970,12213,287200,1789,UNIT 44 MELBOURNE PARK,0.0,460001440,R-3,,,,,,
971,12213,287200,1789,UNIT 45 MELBOURNE PARK,0.0,460001450,R-3,,,,,,
972,12213,288200,1789,UNIT 46 MELBOURNE PARK,0.0,460001460,R-3,,,,,,
973,12213,280300,1789,UNIT 47 MELBOURNE PARK,0.0,460001470,R-3,,,,,,
974,12213,273300,1789,UNIT 38 MELBOURNE PARK,0.0,460001380,R-3,,,,,,
975,12213,274600,1789,UNIT 40 MELBOURNE PARK,0.0,460001401,R-3,,,,,,
976,12213,287100,1789,UNIT 41 MELBOURNE PARK,0.0,460001410,R-3,,,,,,
977,12213,282400,1789,UNIT 15 MELBOURNE PARK,0.0,460001150,R-3,,,,,,
978,12213,261800,1789,UNIT 14 MELBOURNE PARK,0.0,460001140,R-3,,,,,,
979,12213,261800,1789,UNIT 13 MELBOURNE PARK,0.0,460001130,R-3,,,,,,
980,12213,282100,1789,UNIT 12 MELBOURNE PARK,0.0,460001120,R-3,,,,,,
981,12213,285000,1789,UNIT 27 MELBOURNE PARK,0.0,460001270,R-3,,,,,,
982,12213,292900,1789,UNIT 26 MELBOURNE PARK,0.0,460001260,R-3,,,,,,
983,12213,296900,1789,UNIT 25 MELBOURNE PARK,0.0,460001250,R-3,,,,,,
984,12213,264200,1789,UNIT 24 MELBOURNE PARK,0.0,460001240,R-3,,,,,,
985,12213,284600,1789,UNIT 23 MELBOURNE PARK,0.0,460001230,R-3,,,,,,
986,12213,281200,1789,UNIT 22 MELBOURNE PARK,0.0,460001220,R-3,,,,,,
987,12213,261800,1789,UNIT 21 MELBOURNE PARK,0.0,460001210,R-3,,,,,,
988,12213,286200,1789,UNIT 20 MELBOURNE PARK,0.0,460001201,R-3,,,,,,
989,12213,300600,1789,UNIT 19 MELBOURNE PARK,0.0,460001190,R-3,,,,,,
990,12213,261800,1789,UNIT 18 MELBOURNE PARK,0.0,460001180,R-3,,,,,,
991,12213,261800,1789,UNIT 17 MELBOURNE PARK,0.0,460001170,R-3,,,,,,
992,12213,282100,1789,UNIT 16 MELBOURNE PARK,0.0,460001160,R-3,,,,,,
993,12213,262800,1789,UNIT 29 MELBOURNE PARK,0.0,460001290,R-3,,,,,,
994,12213,275900,1789,UNIT 31 MELBOURNE PARK,0.0,460001310,R-3,,,,,,
995,12213,275900,1789,UNIT 32 MELBOURNE PARK,0.0,460001320,R-3,,,,,,
996,12213,283700,1789,UNIT 33 MELBOURNE PARK,0.0,460001330,R-3,,,,,,
997,12213,282500,1789,UNIT 34 MELBOURNE PARK,0.0,460001340,R-3,,,,,,
998,12213,274100,1789,UNIT 3 BLDG 1 MELBOURNE PARK,0.0,460001300,R-3,,,,,,
999,12213,276100,1789,UNIT 30 MELBOURNE PARK,0.0,460001301,R-3,,,,,,
1000,1865,797400,2128,LOT 7 BK B RUGBY,13285.8,020054600,R-1U,,,,,,
1001,1874,2400500,2137,LOTS 1 & 2A BK 1 RUGBY,80803.8,020068000,R-1U,,,,,,
1002,1875,289500,2138,LOT 2 RUGBY WOODS,11238.48,030009000,R-1,,,,,,
1003,1879,582400,2142,LOTS 3 & 3A RUGBY WOODS,13503.6,030010000,R-1,,,,,,
1004,1889,134100,2154,LOT 4 RUGBY WOODS,12283.92,030011000,R-1,,,,,,
