,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
10393,4748,1049400,5567,LOT 4 BK 17 LOCUST GROVE,12588.84,520154000,R-1C,,,,,,
10394,4749,435800,5565,LOT C,5270.76,330033000,R-1S,,,,,,
10395,4750,36600,5570,LOT,6011.28,310030000,R-1S,,,,,,
10396,4756,375900,13950,LOT,4791.6,040232000,R-1SU,,,,,,
10397,4757,2356700,5566,LOTS 1 & 2,5140.08,090081000,CDH,290.0,Restaurant,1920.0,9970.0,12.0,2.0
10398,4759,449100,5577,LOT 9 BK C PARK PLAZA,4486.68,330038000,R-1S,,,,,,
10399,4760,2017200,5585,PARCEL B ROSE HILL,30870.972,320007100,CC,988.0,Restaurant,1985.0,3703.0,12.0,1.0
10400,4761,5456900,5580,LOT,74487.6,320014000,CCH,991.0,Multiple Commercial Use,1920.0,14100.0,12.0,3.0
10401,4768,300600,5590,LOT 14 BK 1 VALLEY VIEW,8668.44,510135500,R-2,,,,,,
10402,4771,153900,5593,UNIT 211 CH'VILLE TOWERS,0.0,330001211,R-3H,,,,,,
10403,4771,153900,5593,UNIT 210 CH'VILLE TOWERS,0.0,330001210,R-3H,,,,,,
10404,4771,153900,5593,UNIT 209 CH'VILLE TOWERS,0.0,330001209,R-3H,,,,,,
10405,4771,145400,5593,UNIT 208 CH'VILLE TOWERS,0.0,330001208,R-3H,,,,,,
10406,4771,184800,5593,UNIT 202 CH'VILLE TOWERS,0.0,330001202,R-3H,,,,,,
10407,4771,153900,5593,UNIT 610 CH'VILLE TOWERS,0.0,330001610,R-3H,,,,,,
10408,4771,154100,5593,UNIT 611 CH'VILLE TOWERS,0.0,330001611,R-3H,,,,,,
10409,4771,184800,5593,UNIT 612 CH'VILLE TOWERS,0.0,330001612,R-3H,,,,,,
10410,4771,184800,5593,UNIT 613 CH'VILLE TOWERS,0.0,330001613,R-3H,,,,,,
10411,4771,218200,5593,UNIT 614 CH'VILLE TOWERS,0.0,330001614,R-3H,,,,,,
10412,4771,1500,5593,CH'VILL TOWERS COMMON AREA,74139.12,330001000,R-3H,,,,,,
10413,4771,153900,5593,UNIT 604 CH'VILLE TOWERS,0.0,330001604,R-3H,,,,,,
10414,4771,184800,5593,UNIT 605 CH'VILLE TOWERS,0.0,330001605,R-3H,,,,,,
10415,4771,154100,5593,UNIT 606 CH'VILLE TOWERS,0.0,330001606,R-3H,,,,,,
10416,4771,184800,5593,UNIT 607 CH'VILLE TOWERS,0.0,330001607,R-3H,,,,,,
10417,4771,153900,5593,UNIT 608 CH'VILLE TOWERS,0.0,330001608,R-3H,,,,,,
10418,4771,145400,5593,UNIT 609 CH'VILLE TOWERS,0.0,330001609,R-3H,,,,,,
10419,4771,184800,5593,UNIT 512 CH'VILLE TOWERS,0.0,330001512,R-3H,,,,,,
10420,4771,184800,5593,UNIT 513 CH'VILLE TOWERS,0.0,330001513,R-3H,,,,,,
10421,4771,218200,5593,UNIT 514 CH'VILLE TOWERS,0.0,330001514,R-3H,,,,,,
10422,4771,218200,5593,UNIT 601 CH'VILLE TOWERS,0.0,330001601,R-3H,,,,,,
10423,4771,184800,5593,UNIT 602 CH'VILLE TOWERS,0.0,330001602,R-3H,,,,,,
10424,4771,184800,5593,UNIT 603 CH'VILLE TOWERS,0.0,330001603,R-3H,,,,,,
10425,4771,154100,5593,UNIT 506 CH'VILLE TOWERS,0.0,330001506,R-3H,,,,,,
10426,4771,184800,5593,UNIT 507 CH'VILLE TOWERS,0.0,330001507,R-3H,,,,,,
10427,4771,154100,5593,UNIT 508 CH'VILLE TOWERS,0.0,330001508,R-3H,,,,,,
10428,4771,153900,5593,UNIT 509 CH'VILLE TOWERS,0.0,330001509,R-3H,,,,,,
10429,4771,153900,5593,UNIT 510 CH'VILLE TOWERS,0.0,330001510,R-3H,,,,,,
10430,4771,153900,5593,UNIT 511 CH'VILLE TOWERS,0.0,330001511,R-3H,,,,,,
10431,4771,153900,5593,UNIT 410 CH'VILLE TOWERS,0.0,330001410,R-3H,,,,,,
10432,4771,205800,5593,UNIT 501 CH'VILLE TOWERS,0.0,330001501,R-3H,,,,,,
10433,4771,184800,5593,UNIT 502 CH'VILLE TOWERS,0.0,330001502,R-3H,,,,,,
10434,4771,184800,5593,UNIT 503 CH'VILLE TOWERS,0.0,330001503,R-3H,,,,,,
10435,4771,180200,5593,UNIT 504 CH'VILLE TOWERS,0.0,330001504,R-3H,,,,,,
10436,4771,184800,5593,UNIT 505 CH'VILLE TOWERS,0.0,330001505,R-3H,,,,,,
10437,4771,184800,5593,UNIT 103 CH'VILLE TOWERS,0.0,330001103,R-3H,,,,,,
10438,4771,212300,5593,UNIT 105 CH'VILLE TOWERS,0.0,330001105,R-3H,,,,,,
10439,4771,184800,5593,UNIT 106 CH'VILLE TOWERS,0.0,330001106,R-3H,,,,,,
10440,4771,174200,5593,UNIT 303 CH'VILLE TOWERS,0.0,330001303,R-3H,,,,,,
10441,4771,209000,5593,UNIT 301 CH'VILLE TOWERS,0.0,330001301,R-3H,,,,,,
10442,4771,174200,5593,UNIT 302 CH'VILLE TOWERS,0.0,330001302,R-3H,,,,,,
10443,4771,154100,5593,UNIT 408 CH'VILLE TOWERS,0.0,330001408,R-3H,,,,,,
10444,4771,153900,5593,UNIT 411 CH'VILLE TOWERS,0.0,330001411,R-3H,,,,,,
10445,4771,191200,5593,UNIT 412 CH'VILLE TOWERS,0.0,330001412,R-3H,,,,,,
10446,4771,184800,5593,UNIT 413 CH'VILLE TOWERS,0.0,330001413,R-3H,,,,,,
10447,4771,218200,5593,UNIT 414 CH'VILLE TOWERS,0.0,330001414,R-3H,,,,,,
10448,4771,153900,5593,UNIT 104 CH'VILLE TOWERS,0.0,330001104,R-3H,,,,,,
10449,4771,153900,5593,UNIT 404 CH'VILLE TOWERS,0.0,330001404,R-3H,,,,,,
10450,4771,184800,5593,UNIT 405 CH'VILLE TOWERS,0.0,330001405,R-3H,,,,,,
10452,4771,154100,5593,UNIT 406 CH'VILLE TOWERS,0.0,330001406,R-3H,,,,,,
10453,4771,184800,5593,UNIT 407 CH'VILLE TOWERS,0.0,330001407,R-3H,,,,,,
10454,4771,153900,5593,UNIT 409 CH'VILLE TOWERS,0.0,330001409,R-3H,,,,,,
10455,4771,153900,5593,UNIT 204 CH'VILLE TOWERS,0.0,330001204,R-3H,,,,,,
10456,4771,184800,5593,UNIT 203 CH'VILLE TOWERS,0.0,330001203,R-3H,,,,,,
10457,4771,218200,5593,UNIT 201 CH'VILLE TOWERS,0.0,330001201,R-3H,,,,,,
10458,4771,218200,5593,UNIT 401 CH'VILLE TOWERS,0.0,330001401,R-3H,,,,,,
10459,4771,184800,5593,UNIT 402 CH'VILLE TOWERS,0.0,330001402,R-3H,,,,,,
10460,4771,184800,5593,UNIT 403 CH'VILLE TOWERS,0.0,330001403,R-3H,,,,,,
10461,4771,184800,5593,UNIT 313 CH'VILLE TOWERS,0.0,330001313,R-3H,,,,,,
10462,4771,218200,5593,UNIT 314 CH'VILLE TOWERS,0.0,330001314,R-3H,,,,,,
10463,4771,179400,5593,UNIT 102 CH'VILLE TOWERS,0.0,330001102,R-3H,,,,,,
10464,4771,218100,5593,UNIT 101 CH'VILLE TOWERS,0.0,330001101,R-3H,,,,,,
10465,4771,154100,5593,UNIT 206 CH'VILLE TOWERS,0.0,330001206,R-3H,,,,,,
10466,4771,184800,5593,UNIT 205 CH'VILLE TOWERS,0.0,330001205,R-3H,,,,,,
10467,4771,184800,5593,UNIT 307 CH'VILLE TOWERS,0.0,330001307,R-3H,,,,,,
10468,4771,154100,5593,UNIT 308 CH'VILLE TOWERS,0.0,330001308,R-3H,,,,,,
10469,4771,154100,5593,UNIT 309 CH'VILLE TOWERS,0.0,330001309,R-3H,,,,,,
10470,4771,153900,5593,UNIT 310 CH'VILLE TOWERS,0.0,330001310,R-3H,,,,,,
10471,4771,153900,5593,UNIT 311 CH'VILLE TOWERS,0.0,330001311,R-3H,,,,,,
10472,4771,184800,5593,UNIT 312 CH'VILLE TOWERS,0.0,330001312,R-3H,,,,,,
10473,4771,212300,5593,UNIT 214 CH'VILLE TOWERS,0.0,330001214,R-3H,,,,,,
10474,4771,175400,5593,UNIT 213 CH'VILLE TOWERS,0.0,330001213,R-3H,,,,,,
10475,4771,184800,5593,UNIT 212 CH'VILLE TOWERS,0.0,330001212,R-3H,,,,,,
10476,4771,153900,5593,UNIT 304 CH'VILLE TOWERS,0.0,330001304,R-3H,,,,,,
10477,4771,184800,5593,UNIT 305 CH'VILLE TOWERS,0.0,330001305,R-3H,,,,,,
10478,4771,154100,5593,UNIT 306 CH'VILLE TOWERS,0.0,330001306,R-3H,,,,,,
10479,4774,277400,5595,LOT 15A ST JAMES,10628.64,510127100,R-2,,,,,,
10480,4778,238800,5598,PT LOT 19 PAYNE & MASSIE,4051.08,310234000,R-1S,,,,,,
10481,4783,75700,5604,PT LOT 16 PAYNE & MASSIE,1785.96,310131000,R-1S,,,,,,
10482,4788,2225000,5611,LOT 18 & PT 17 MCKENNIE'S,0.0,090071000,B-1H,273.0,Apartments 1-10 units,1992.0,9657.0,8.0,4.0
10483,4789,228800,5612,LOT 11 PAYNE & MASSIE ADDITION,6751.8,310125000,R-1S,,,,,,
10484,4792,305000,5615,PARCEL A PAYNE & MASSIE,8232.84,310130100,R-1S,,,,,,
10485,4793,961900,5616,"LOTS 4,5,6,PT LOT RIVERDALE",28575.36,500009000,CC,,,,,,
10486,4846,501600,5680,PT LOT 17 MCKENNIE'S,3092.76,090072000,B-1H,,,,,,
10487,4866,760500,5707,LOT 16 MCKENNIE'S,0.0,090073000,B-2H,274.0,Apartments 1-10 units,1875.0,,,
10488,4893,1730000,5738,LOT,0.0,530004000,R-3H,1726.0,Apartments 11-20 Units,1916.0,10909.0,10.0,2.0
10489,4896,747000,5741,PT LOT 13 MCKENNIE'S,4704.48,040300000,B-1H,,,,,,
10490,4901,677200,5748,LOT 13 & STRIP ALTAMONT CIRCLE,261360.0,330123000,R-3H,1089.0,Apartments 1-10 units,1915.0,4888.0,8.0,2.5
10491,4916,804900,5761,PT LOT 13 MCKENNIE'S,2831.4,040301000,B-1,84.0,Mixed Retail w/Res Units,1999.0,4158.0,8.0,3.0
10492,4921,865700,5765,LOT 7,1873.08,090077000,CDH,283.0,Restaurant,1920.0,3598.0,8.0,2.0
10493,4922,1931000,5766,LOT 15 & PT 14,11282.04,090074000,CDH,275.0,Comm. Shopping Ctr.,1979.0,5778.0,10.0,1.0
10494,4925,907200,5770,LOT,8581.32,320011000,CC,989.0,Office Building,1930.0,7562.0,20.0,1.0
10495,4945,872400,5790,LOTS 27-34 BK 4 RIVERDALE,28226.88,500023000,R-3,1667.0,Group Care Home,1956.0,153.0,12.0,1.0
10496,4968,113800,5813,LOT 2 BK 3 RIVERDALE,5314.32,500007000,HS,,,,,,
10497,5000,501900,5847,LOT 22 & PT 21 BK 2 ALTAMONT,6011.28,330148000,R-3H,,,,,,
10498,5029,508300,5879,LOT 1 BK 8 LOCUST GROVE,8755.56,520166000,R-1SC,,,,,,
10499,5039,598500,5890,LOT 7 & PT 6 & 8 BK 3,0.0,330137000,R-3H,1091.0,Apartments 1-10 units,1916.0,,,
10500,5045,869500,5896,LOT 1,7797.24,330020000,R-1SH,,,,,,
10501,5064,570700,5915,LOTS 35-43 BK 4 RIVERDALE,17816.04,500019000,HS,1666.0,Fast Food Restaurant,1973.0,1560.0,12.0,1.0
10502,5067,5351400,5918,LOTS,871200.0,100027000,B-3H,356.0,Apartments 11-20 Units,1905.0,3758.0,10.0,2.0
10503,5070,467600,5922,LOT 2 BK 19 LOCUST GROVE,7492.32,510067000,R-1SC,,,,,,
10504,5079,2166700,6029,LOTS,37548.72,320027000,D,1002.0,Fast Food Restaurant,1983.0,3046.0,12.0,1.0
10505,5091,1637700,5947,LOT,0.0,100025000,B-3H,353.0,Apartments 1-10 units,1920.0,2092.0,12.0,2.0
10506,5096,414700,5952,LOT B BK 9 LOCUST GROVE,6359.76,520162000,R-1SC,,,,,,
10507,5101,175000,5957,LOT 2,6403.32,310210000,R-1S,,,,,,
10508,5122,2399900,5980,"LOT, PARCEL & ALLEY",7884.36,100008000,CDH,342.0,Mixed Retail w/Res Units,1965.0,6615.0,12.0,1.0
10509,5125,795700,5982,LOT 7 MORAN PLACE,10454.4,530010000,R-3H,1731.0,Office Building,1925.0,3304.0,10.0,2.25
10510,5141,328600,5998,LOT 4B BK 20 LOCUST GROVE,0.0,510053000,R-1S,,,,,,
10511,5142,142900,5999,LOT 70&PT 71 BK A GOLF CLUB,13982.76,500015000,CC,,,,,,
10512,5143,25199400,6098,LOT B,47436.84,100056000,CDH,377.0,Hotel,1999.0,67780.0,10.0,4.0
10513,5158,243900,6015,LOT A,15681.6,500068000,R-2,,,,,,
10514,5168,381700,6025,PT LOTS 6 & 7,5619.24,310155000,B-3,967.0,Office Building,1952.0,2732.0,12.0,1.2
10515,5182,284400,6044,LOT C,6751.8,100038000,B-3,,,,,,
10516,5190,1889900,6054,"LOTS 8,9,10, & PT 7 & 11",20560.32,310156000,B-3H,968.0,Mixed Retail w/Res Units,1920.0,7260.0,12.0,2.0
10517,5223,1061900,6090,"LOT B, PARCELS 1,2,3,4&5",29795.04,100039000,B-3,,,,,,
10518,5224,4178200,6093,PARCELS 16C & 13 VINEGAR HILL,40510.8,320023000,D,999.0,Multiple Commercial Use,1977.0,11896.0,12.0,2.0
10519,5226,185000,6096,PT LOT 69 BK A GOLF CLUB,4573.8,500016000,CC,,,,,,
10520,5233,553100,6106,19.91 ACRES WATKINS PLAT,867279.6,500144000,MLTP,,,,,,
10521,5243,157200,6119,PT LOT 2 LOCUST GROVE,8028.108,500034000,HS,,,,,,
10522,5246,341100,6122,PT LOTS 68&69 BK A GOLF CLUB,10977.12,500017000,CC,1665.0,Restaurant,1950.0,2401.0,12.0,1.0
10523,5266,1964800,6152,LOT,11238.48,100055000,WMWH,373.0,Office Building,1824.0,4650.0,10.0,2.5
10524,5274,2537500,6161,LOT 16D VINEGAR HILL,44779.68,320021000,D,998.0,Fast Food Restaurant,1976.0,3496.0,12.0,1.0
10525,5291,97000,6182,PT LOT 68A GOLF CLUB,4530.24,500018000,CC,,,,,,
10526,5293,1270600,6185,LOT,10977.12,330059000,B-1H,1062.0,Office Building,1966.0,6210.0,12.0,3.0
10527,5295,240200,6187,LOT,4965.84,330061000,B-1H,,,,,,
10528,5297,689500,6189,LOT,7710.12,530021000,B-1H,1736.0,Office Building,1900.0,3056.0,10.0,2.0
10529,5304,588700,6198,LOT,5706.36,330110000,DNH,1086.0,Office Building,1900.0,2384.0,8.0,2.0
10530,5307,281600,6201,LOT 11 PARK PLACE,7492.32,500054000,HS,,,,,,
10531,5324,654000,6220,LOT,7753.68,530022000,B-1H,1738.0,Office Building,1925.0,2512.0,12.0,2.5
10532,5330,1057400,6260,LOT Z BK 5 LOCUST GROVE,14549.04,530228000,B-1C,1977.0,Office Building,1912.0,2630.0,10.0,2.0
10533,5341,553800,6240,LOT,5052.96,330096000,DNH,1082.0,Office Building,1925.0,2520.0,10.0,2.0
10534,5345,645200,6243,LOT 13,16639.92,500048000,HS,1679.0,Restaurant,1950.0,540.0,10.0,1.0
10535,5350,555100,6251,PT LOT 40,4930.992,330063000,B-1H,1066.0,Office Building,1920.0,2012.0,8.0,2.0
10536,5354,1125600,6257,PT LOT 98,8537.76,530023000,B-1H,1739.0,Office Building,,721.0,10.0,1.0
10537,5360,674500,6266,LOT,5183.64,330094000,DNH,1078.0,Office Building,1910.0,2840.0,12.0,2.0
10538,5361,7685500,6267,PARCEL 18A VINEGAR HILL,66167.64,330155100,DH,1092.0,Office Building,1970.0,30862.0,12.0,1.0
10539,5364,293000,6272,LOT,3397.68,100047000,WMWH,368.0,Office Building,1920.0,1452.0,9.0,2.0
10540,5369,757600,6277,PT LOT 76,6886.835999999999,330077000,DNH,1075.0,Office Building,1895.0,2748.0,12.0,2.0
10541,5377,115652500,6289,PARCEL A & X,45825.12,100060000,WMWH,381.0,Commercial,0.0,167708.0,15.0,7.0
10542,5381,6509400,6291,PARCEL 16B-1 VINEGAR HILL,156249.72,320024000,D,1000.0,Neighborhood Shopping Ctr.,1977.0,30182.0,12.0,1.0
10543,5382,1365100,6292,LOT,19689.12,310169000,WMWH,,,,,,
10544,5383,252900,6293,LOT,5575.68,310164000,WMW,,,,,,
10545,5392,1748700,6306,LOT,10933.56,100050000,WMWH,369.0,Restaurant,1920.0,7081.0,12.0,1.0
10546,5395,562500,6313,LOT 4 BK 5 LOCUST GROVE,4835.16,530230000,B-1C,,,,,,
10547,5397,1283100,6322,LOT & PARCEL X,10236.6,310168000,WMWH,977.0,Mixed Retail w/Res Units,1920.0,4176.0,10.0,2.0
10548,5399,3416800,6321,PARCELS 1 & 2,26005.32,100063000,WMWH,382.0,Multiple Commercial Use,1926.0,13229.0,12.0,1.0
10549,5399,698300,6321,PARCELS 1 & 2,5998.2119999999995,100063001,WMWH,,,,,,
10550,5400,875900,6323,PT LOT 74,9496.08,330070000,DNH,1068.0,Office Building,1958.0,3766.0,10.0,1.7
10551,5401,1318500,6324,LOT,5445.0,330074000,DNH,1071.0,Office Building,1960.0,7751.0,10.0,2.0
10552,5405,2049500,6332,LOT,34499.52,310175000,WMWH,979.0,Retail Store,1972.0,2206.0,12.0,1.0
10553,5406,1298500,6333,LOT,11194.92,530034000,B-1H,1760.0,Office Building,1881.0,5680.0,10.0,2.5
10554,5415,677400,6345,LOT 3 BK 5 LOCUST GROVE,4835.16,530231000,B-1C,,,,,,
10555,5416,850400,6347,LOT A,2482.92,310165000,WMWH,973.0,Retail Store,1950.0,4252.0,12.0,2.0
10556,5423,274100,6357,LOT,1441.836,310167000,WMWH,976.0,Retail Store,1920.0,1440.0,12.0,1.0
10557,5428,2041400,6363,LOT,13634.28,330194000,DNH,1117.0,Rooming House,1814.0,3840.0,9.0,2.0
10558,5431,37696100,6368,LOTS,89951.4,100088000,B-3,393.0,Hospital,1980.0,110969.0,12.0,4.0
10559,5436,470700,6373,LOT 3 BK 6 LOCUST GROVE,7492.32,540004000,B-1C,2043.0,Office Building,1890.0,,,
10560,5437,607700,6374,LOT 2A BK 5 LOCUST GROVE,4399.56,530232000,B-1C,1978.0,Office Building,1900.0,2086.0,10.0,1.0
10561,5446,576800,6442,LOT A & PT 2 & 3,20908.8,500086000,HS,1688.0,Retail Store,1972.0,4800.0,10.0,2.0
10562,5451,748400,6392,LOT 1,5793.48,530035000,B-1H,1762.0,Office Building,1820.0,2994.0,12.0,2.0
10563,5458,329800,6526,UNIT 1 BLDG A QUEEN CHARLOTTE,1115.136,330200100,DNH,1125.0,Office Building,1987.0,1114.0,12.0,1.0
10564,5458,384000,6526,UNIT 16 BLDG A QUEEN CHARLOTTE,1324.224,330200120,DNH,1128.0,Office Building,1987.0,1325.0,12.0,1.0
10565,5458,333600,6526,UNIT 22 BLDG A QUEEN CHARLOTTE,1128.204,330200150,DNH,1131.0,Office Building,1987.0,1129.0,12.0,1.0
10566,5458,374200,6526,UNIT 23 BLDG A QUEEN CHARLOTTE,1289.376,330200160,DNH,1132.0,Office Building,1987.0,1288.0,12.0,1.0
10567,5458,1235000,6526,UNIT 11/12/24/25 Q CHARLOTTE,4761.108,330200900,DNH,1145.0,Office Building,1987.0,4761.0,12.0,1.0
10568,5458,350300,6526,UNIT 4 BLDG A QUEEN CHARLOTTE,1193.5439999999999,330200400,DNH,1139.0,Office Building,1987.0,1195.0,12.0,1.0
10569,5458,370200,6526,UNIT 14 BLDG A QUEEN CHARLOTTE,1271.952,330200450,DNH,1140.0,Office Building,1987.0,1273.0,12.0,1.0
10570,5458,662000,6526,UNIT 5\6 BLD A QUEEN CHARLOTTE,2417.58,330200500,DNH,1141.0,Office Building,1987.0,2417.0,12.0,1.0
10571,5458,1232700,6526,UNIT 7\8\20\21 QUEEN CHARLOTTE,4717.548,330200600,DNH,1142.0,Office Building,1987.0,4761.0,12.0,1.0
10572,5458,380700,6526,UNIT 9 BLDG A QUEEN CHARLOTTE,1311.156,330200700,DNH,1143.0,Office Building,1987.0,1313.0,12.0,1.0
10573,5458,374200,6526,UNIT 10 BLDG A QUEEN CHARLOTTE,1289.376,330200800,DNH,1144.0,Office Building,1987.0,1288.0,12.0,1.0
10574,5458,707000,6526,UNIT 26\27 BL A Q CHARLOTTE,2600.532,330200170,DNH,1133.0,Office Building,1987.0,2601.0,12.0,1.0
10575,5458,681000,6526,UNIT 29\30 BL A Q CHARLOTTE,2448.072,330200180,DNH,1134.0,Office Building,1987.0,2447.0,12.0,1.0
10576,5458,329800,6526,UNIT 2 BLDG A QUEEN CHARLOTTE,1115.136,330200200,DNH,1135.0,Office Building,1987.0,1114.0,12.0,1.0
10577,5458,310800,6526,UNIT 2 BLDG B QUEEN CHARLOTTE,1041.0839999999998,330200201,DNH,1136.0,Office Building,1987.0,1040.0,12.0,1.0
10578,5458,336700,6526,UNIT 3 BLDG A QUEEN CHARLOTTE,1141.272,330200300,DNH,1137.0,Office Building,1987.0,1141.0,12.0,1.0
10579,5458,276600,6526,UNIT 23 BLDG B QUEEN CHARLOTTE,906.048,330200380,DNH,1138.0,Office Building,1987.0,905.0,12.0,1.0
10580,5461,451400,6403,LOT 2 BK 6 LOCUST GROVE,7492.32,540004100,B-1C,2044.0,Medical Office,1959.0,2064.0,10.0,1.0
10581,5463,463800,6405,LOT 55 & PT 56 GOLF CLUB,12850.2,500046000,CC,1676.0,Restaurant,1954.0,1511.0,12.0,1.0
10582,5465,625300,6408,LOT A,4094.64,530122000,B-1H,1909.0,Office Building,1900.0,2774.0,12.0,2.0
10583,5470,282000,6414,SUITE 105-E HIGH ST PRO BLD CO,1293.732,510176500,HS,1718.0,Medical Office,1984.0,1295.0,12.0,1.0
10584,5470,400600,6414,SUITE 201-E HIGH ST PRO BLD CO,1846.944,510176600,HS,1719.0,Medical Office,1984.0,1847.0,12.0,1.0
10585,5470,173200,6414,SUITE 202-E HIGH ST PRO BLD CO,792.7919999999999,510176700,HS,1720.0,Medical Office,1984.0,792.0,12.0,1.0
10586,5470,427100,6414,SUITE 203-E HIGH ST PRO BLD CO,1968.912,510176800,HS,1721.0,Medical Office,1984.0,1969.0,12.0,1.0
10587,5470,346100,6414,SUITE 102-E HIGH ST PRO BLD CO,1594.296,510176200,HS,1715.0,Medical Office,1984.0,1596.0,12.0,1.0
10588,5470,174900,6414,SUITE 103-E HIGH ST PRO BLD CO,801.5039999999999,510176300,HS,1716.0,Medical Office,1984.0,801.0,12.0,1.0
10589,5470,168300,6414,SUITE 104-E HIGH ST PRO BLD CO,771.012,510176400,HS,1717.0,Medical Office,1984.0,772.0,12.0,1.0
10590,5470,404400,6414,SUITE 204-E HIGH ST PRO BLD CO,1851.3,510176900,HS,1722.0,Medical Office,1984.0,1853.0,12.0,1.0
10591,5470,274200,6414,SUITE 101-E HIGH ST PRO BLD CO,1267.596,510176100,HS,1714.0,Medical Office,1984.0,1267.0,12.0,1.0
10592,5471,485400,6417,LOT 2,3484.8,530036000,B-1H,1764.0,Office Building,1900.0,1818.0,12.0,2.0
10593,5489,734400,6438,LOT B,7318.08,530122100,B-1H,1911.0,Office Building,1905.0,2768.0,10.0,2.0
10594,5491,920300,6440,LOT,12719.52,100073000,WMSH,,,,,,
10595,5493,1247400,6443,LOT A,7579.44,530037000,B-1H,1767.0,Office Building,1905.0,5032.0,12.0,2.0
10596,5494,526700,6444,LOT 2 LOCUST GROVE,304920.0,500091000,HS,1692.0,Apartments 1-10 units,1875.0,2870.0,8.0,2.0
10597,5495,0,6223,BUILDING ONLY,0.0,310184BO0,MLTPH,980.0,Storage Garage,1950.0,160.0,12.0,1.0
10598,5498,10237900,6452,LOT,23356.872000000003,330205L00,DNH,1149.0,Office Building,1998.0,42878.0,12.0,3.0
10599,5499,517400,6454,LOTS 5 & 6 LOCUST GROVE,17162.64,500092000,HS,1695.0,Retail Store,1961.0,3150.0,12.0,1.0
10600,5504,270800,6462,"LOTS 18,19 & 20",13372.92,510176000,HS,,,,,,
10601,5506,443100,6465,LOT 54 BK A GOLF CLUB,7492.32,500103000,HS,1711.0,Retail Store,1955.0,884.0,12.0,1.0
10602,5508,153300,6469,LOT 1-B LOCUST GROVE,5009.4,540023000,HS,,,,,,
10603,5509,768600,6470,PT LOT 12,4660.92,330182000,DH,1109.0,Office Building,1890.0,2152.0,12.0,2.0
10604,5510,507000,6471,LOTS 7 & 8 GILLISPIE PROPETY,17075.52,500092100,HS,1696.0,Retail Store,1957.0,1588.0,12.0,1.0
10605,5516,333600,6483,LOT 1-A,9016.92,540024000,HS,2062.0,Office Building,1925.0,1260.0,8.0,1.0
10606,5517,278300,6484,LOT 5,7753.68,320145000,WMN,,,,,,
10607,5519,308300,6486,LOT B,1176.12,530037100,B-1H,1769.0,Office Building,1960.0,1798.0,10.0,2.0
10608,5527,886000,6501,LOT,5706.36,530038000,DNH,1770.0,Office Building,1920.0,3848.0,12.0,2.0
10609,5531,608500,6506,LOT,11412.72,530195000,DN,,,,,,
10610,5544,3539800,6523,LOT,10149.48,330204000,DNH,1146.0,Church,1920.0,1930.0,20.0,1.0
10611,5554,704600,6541,LOT 1,3223.44,320150000,WMEH,1010.0,Retail Store,1920.0,3640.0,12.0,2.0
10612,5559,1265200,6545,LOT,4878.72,320149000,WMEH,1009.0,Retail Store,1984.0,9032.0,10.0,2.0
10613,5561,727600,6547,LOT 2,4281.948,330176000,DH,1103.0,Office Building,1905.0,2054.0,8.0,2.0
10614,5567,2308600,6556,LOT 3 & LOTS,13808.52,330178000,DH,1105.0,Mortuary,1937.0,6198.0,12.0,2.0
10615,5568,559100,6557,LOTS 4 & 5 BK 4 THE FARM,15986.52,500099000,HS,1708.0,Service Repair Garage,1967.0,3000.0,12.0,1.0
10616,5574,7737400,6570,"LOTS 1,2,19 & PT 20&21",52097.76,110107000,UHD,433.0,Medical Office,1989.0,7204.0,10.0,1.0
10617,5575,832000,6569,LOT A,2657.16,330278000,DH,1245.0,Office Building,1949.0,5034.0,12.0,2.0
10618,5599,672800,6600,"LOT & PARCELS W,X,Y",6708.24,320170000,R-2H,1030.0,Church,1908.0,5200.0,12.0,2.0
10619,5603,199400,6605,PT LOT 1,6359.76,540026000,HS,,,,,,
10620,5612,639400,6614,"LOTS 6,7 & PAR X BK E MERIWETHER",23356.872000000003,540058000,HS,2069.0,Retail Store,1920.0,3138.0,10.0,1.0
10621,5621,1939200,6625,LOT,4486.68,330270000,DH,1237.0,Office Building,1913.0,6516.0,12.0,2.0
10622,5625,679000,6630,LOT 2 LOCUST GROVE,9191.16,540019100,HS,2057.0,Medical Office,1983.0,3722.0,8.0,2.0
10623,5630,266200,6636,2369 SQ FT & PARCEL W,3484.8,320168000,WMEH,,,,,,
10624,5635,489900,6643,LOT,1698.84,320163000,WMEH,1024.0,Restaurant,1920.0,1840.0,12.0,2.0
10625,5636,1549100,6644,LOT,5706.36,330274000,DH,1242.0,Restaurant,1920.0,5928.0,12.0,2.0
10626,5638,358900,6646,LOT 12 BK 4 THE FARM,10236.6,500098000,B-2,1706.0,Office Building,1951.0,1872.0,12.0,2.0
10627,5651,1413000,6662,LOT,5401.44,330272000,DH,1240.0,Retail Store,1920.0,6392.0,12.0,2.0
10628,5653,809100,6663,LOT 3,2526.48,330209000,DH,1153.0,Office Building,1900.0,2236.0,12.0,1.0
10629,5655,784900,6667,LOTS 29A & 29B,0.0,160022000,R-2U,470.0,Apartments 1-10 units,1952.0,,,
